pres,temp,cond
1.346,4.0282,27.171326125
2.00794444444444,4.1978,27.4721842777778
3.13975,5.35843333333333,29.5209259444444
4.0456,5.729352,30.52390464
4.96690909090909,5.76544545454546,30.9579894090909
6.07328571428571,5.66486428571428,31.0132575714286
7.11475,5.584625,31.0116143333333
8.13091666666667,5.58026666666667,31.0222216666667
9.17855555555555,5.54637777777778,31.0103401666667
10.0709333333333,5.50242333333333,30.9891091666667
11.1001111111111,5.40423333333333,30.9266726111111
12.1030714285714,5.3691,30.9025960714286
13.1304285714286,5.38812142857143,30.9427975
14.1344666666667,5.41946,30.9919462666667
15.1667619047619,5.45533333333333,31.0484778095238
16.115,5.45727619047619,31.0714620476191
17.1824705882353,5.24375294117647,30.9149875882353
18.18385,5.060285,30.7581546
19.1893529411765,4.99977647058823,30.7222741764706
20.2416315789474,4.96566315789474,30.7234215789474
21.1576111111111,4.89820555555556,30.6754123333333
22.1824615384615,4.83543846153846,30.6325481538462
23.2221428571429,4.69071428571429,30.5202790714286
24.3344642857143,4.54403214285714,30.4331599642857
25.1864347826087,4.34867391304348,30.2669684782609
26.2472142857143,4.0407,30.0343799285714
27.2574615384615,3.86954615384615,29.9030498461538
28.2807333333333,3.69843333333333,29.77573
29.2681764705882,3.32248235294118,29.5171209411765
30.3322105263158,2.93483157894737,29.2688463157895
31.2582692307692,2.67064615384615,29.0954903076923
32.2853125,2.4226125,28.9387314375
33.3275294117647,2.18935882352941,28.769562
34.3578888888889,1.93446666666667,28.603714
35.372,1.83017857142857,28.5423658571429
36.3880625,1.76459375,28.4959555625
37.3878695652174,1.37625217391304,28.2134321304348
38.3628823529412,0.91,27.9035485882353
39.354375,0.92599375,27.936793
40.4295,0.730535,27.79633085
41.3819259259259,0.356344444444444,27.5581174814815
42.3936666666667,0.231673333333333,27.4754799333333
43.4444166666667,0.1652,27.43501325
44.4605833333333,0.136866666666667,27.4348383333333
45.4877333333333,0.07032,27.3957539333333
46.46453125,0.168575,27.4900798125
47.4137727272727,0.233277272727273,27.5546738181818
48.4876,0.195186666666667,27.5315399333333
49.5052857142857,0.161142857142857,27.5132921428571
50.5084,0.18688,27.5561889333333
51.5327777777778,0.379011111111111,27.7402329444445
52.5425555555556,0.461211111111111,27.8178997777778
53.5637222222222,0.450555555555556,27.8161907222222
54.5532083333333,0.319241666666667,27.7113974583333
55.5385789473684,0.245915789473684,27.6483251052632
56.5445,0.02356875,27.48895975
57.5788235294117,0.0175764705882353,27.504874
58.5909375,0.19815,27.6691755
59.5732,0.286546666666667,27.7578698
60.5993846153846,0.323284615384615,27.836804
61.6785333333333,0.367326666666667,27.9021792666667
62.5897727272727,0.336486363636364,27.8900915454545
63.6401666666667,0.0209833333333333,27.6472975833333
64.6856666666667,-0.0404083333333333,27.6080848333333
65.7422777777778,-0.119455555555556,27.5491113333333
66.5852083333333,-0.143883333333333,27.5467888333333
67.6791538461539,-0.230853846153846,27.4735889230769
68.6911428571429,-0.293471428571429,27.4338531428571
69.7238461538462,-0.298953846153846,27.4441923076923
70.76,-0.4576875,27.312116125
71.8160434782609,-0.575847826086957,27.2229979565217
72.5876315789474,-0.568697368421052,27.2323323421053
73.706,-0.447430769230769,27.3464313076923
74.7336363636364,-0.3996,27.3866734545455
75.7549,-0.43029,27.3594724
76.7548181818182,-0.461736363636364,27.3550100909091
77.8481428571429,-0.642604761904762,27.2277663809524
78.7745333333333,-0.650866666666667,27.2222288333333
79.7610434782609,-0.651686956521739,27.2229737826087
80.7848421052632,-0.647694736842105,27.2355309473684
81.8254285714286,-0.645721428571428,27.2463653571429
82.8683333333334,-0.650458333333333,27.2444375833333
83.8577692307692,-0.649507692307692,27.2522162307692
84.84575,-0.65065,27.2566295625
85.8585263157895,-0.624921052631579,27.2828302105263
86.890347826087,-0.627921739130435,27.2828317391304
87.8846190476191,-0.599990476190476,27.3129412857143
88.9135882352941,-0.572682352941177,27.3444840588235
89.935052631579,-0.549578947368421,27.3786354210526
90.8791739130435,-0.545956521739131,27.3892165652174
91.900375,-0.536325,27.40492775
92.9453333333333,-0.498625,27.4567303333333
94.0256,-0.47494,27.49632796
94.9080416666666,-0.447204166666667,27.535339
95.9392666666667,-0.41402,27.5790944
97.0018333333333,-0.352205555555555,27.6489548333333
98.0891818181818,-0.233586363636364,27.7666976818182
98.8844444444444,-0.222397222222222,27.78061525
100.015642857143,-0.264671428571429,27.7482077857143
101.018615384615,-0.249946153846154,27.7683484615385
102.029916666667,-0.246141666666667,27.7745495
103.05975,-0.227841666666667,27.8015894166667
104.145117647059,-0.163917647058824,27.8632099411765
104.960630434783,-0.102158695652174,27.9248739130435
106.0368,-0.027925,28.0125718
107.080538461538,0.0275076923076923,28.0825039230769
108.117416666667,0.058025,28.11944925
109.1106,0.0791,28.146671
110.132857142857,0.0966571428571428,28.1666762857143
111.173885714286,0.120997142857143,28.1947943428571
112.077842105263,0.141094736842105,28.2220860526316
113.138818181818,0.167881818181818,28.261407
114.127636363636,0.176936363636364,28.2729839090909
115.189428571429,0.200028571428571,28.3045709285714
116.298770833333,0.234922916666667,28.3489805208333
117.117538461538,0.270069230769231,28.3908058461539
118.2114,0.31062,28.4366458666667
119.237454545455,0.329554545454545,28.4613659090909
120.208,0.35064,28.4854542
121.1982,0.37107,28.5079378
122.250363636364,0.383054545454545,28.5212284545455
123.273818181818,0.416272727272727,28.5591842727273
124.469075,0.4952875,28.641498225
125.039615384615,0.539873076923077,28.6895558846154
126.278909090909,0.657972727272727,28.822054
127.345363636364,0.809118181818182,28.9848167272727
128.330181818182,0.923981818181818,29.1011653636364
129.350357142857,0.986435714285714,29.1681275714286
